Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
R8IDB Extra Large,r8idb.xlarge,"90,764.693",Memory optimized,40.0 fps,32 GiB,4 vCPUs,237 GB NVMe SSD,Up to 20 Gigabit,$0.4689 hourly,,$0.1157 hourly,$0.6529 hourly,
R8IDN 12xlarge Extra Large,r8idn.12xlarge,"1,148,691.768",Memory optimized,242.0 fps,384 GiB,48 vCPUs,2850 GB NVMe SSD,75 Gigabit,$5.6273 hourly,,$2.2285 hourly,$7.8353 hourly,
R8IDN 16xlarge Extra Large,r8idn.16xlarge,"1,545,085.1",Memory optimized,274.0 fps,512 GiB,64 vCPUs,3800 GB NVMe SSD,100 Gigabit,$7.503 hourly,,$2.4422 hourly,$10.447 hourly,
R8IDN 24xlarge,r8idn.24xlarge,"2,194,034.967",Memory optimized,278.0 fps,768 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),150 Gigabit,$11.2546 hourly,,$2.5323 hourly,$15.6706 hourly,
R8IDN Double Extra Large,r8idn.2xlarge,"190,642.625",Memory optimized,77.0 fps,64 GiB,8 vCPUs,474 GB NVMe SSD,Up to 40 Gigabit,$0.9379 hourly,,$0.2481 hourly,$1.3059 hourly,
R8IDN 32xlarge,r8idn.32xlarge,"3,144,963.145",Memory optimized,207.0 fps,1024 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),200 Gigabit,$15.0061 hourly,,$3.9648 hourly,$20.8941 hourly,
R8IDN 48xlarge,r8idn.48xlarge,"4,316,789.388",Memory optimized,277.0 fps,1536 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),300 Gigabit,$22.5091 hourly,,$4.7313 hourly,$31.3411 hourly,
R8IDN Quadruple Extra Large,r8idn.4xlarge,"400,367.003",Memory optimized,143.0 fps,128 GiB,16 vCPUs,950 GB NVMe SSD,Up to 50 Gigabit,$1.8758 hourly,,$0.3986 hourly,$2.6118 hourly,
R8IDN Eight Extra Large,r8idn.8xlarge,"768,922.707",Memory optimized,237.0 fps,256 GiB,32 vCPUs,1900 GB NVMe SSD,50 Gigabit,$3.7515 hourly,,$0.7661 hourly,$5.2235 hourly,
R8IDN 96xlarge,r8idn.96xlarge,"8,432,610.486",Memory optimized,283.0 fps,3072 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),600 Gigabit,$45.0182 hourly,,$9.915 hourly,$62.6822 hourly,
R8IDN Large,r8idn.large,"46,542.295",Memory optimized,20.0 fps,16 GiB,2 vCPUs,118 GB NVMe SSD,Up to 25 Gigabit,$0.2345 hourly,,$0.0499 hourly,$0.3265 hourly,
R8IDN Extra Large,r8idn.xlarge,"93,321.668",Memory optimized,40.0 fps,32 GiB,4 vCPUs,237 GB NVMe SSD,Up to 30 Gigabit,$0.4689 hourly,,$0.1272 hourly,$0.6529 hourly,
R8IN 12xlarge Extra Large,r8in.12xlarge,"1,205,525.324",Memory optimized,205.0 fps,384 GiB,48 vCPUs,EBS only,75 Gigabit,$5.0208 hourly,,$1.3956 hourly,$7.2288 hourly,
R8IN 16xlarge Extra Large,r8in.16xlarge,"1,583,766.394",Memory optimized,226.0 fps,512 GiB,64 vCPUs,EBS only,100 Gigabit,$6.6944 hourly,,$1.1774 hourly,$9.6384 hourly,
R8IN 24xlarge,r8in.24xlarge,"2,200,320.88",Memory optimized,296.0 fps,768 GiB,96 vCPUs,EBS only,150 Gigabit,$10.0416 hourly,,$1.8584 hourly,$14.4576 hourly,
R8IN Double Extra Large,r8in.2xlarge,"185,722.577",Memory optimized,74.0 fps,64 GiB,8 vCPUs,EBS only,Up to 40 Gigabit,$0.8368 hourly,,$0.2453 hourly,$1.2048 hourly,
R8IN 32xlarge,r8in.32xlarge,"3,151,415.675",Memory optimized,237.0 fps,1024 GiB,128 vCPUs,EBS only,200 Gigabit,$13.3888 hourly,,$1.8731 hourly,$19.2768 hourly,
R8IN 48xlarge,r8in.48xlarge,"4,257,914.287",Memory optimized,321.0 fps,1536 GiB,192 vCPUs,EBS only,300 Gigabit,$20.0832 hourly,,$2.7038 hourly,$28.9152 hourly,
R8IN Quadruple Extra Large,r8in.4xlarge,"376,455.825",Memory optimized,139.0 fps,128 GiB,16 vCPUs,EBS only,Up to 50 Gigabit,$1.6736 hourly,,$0.551 hourly,$2.4096 hourly,
R8IN Eight Extra Large,r8in.8xlarge,"795,722.989",Memory optimized,230.0 fps,256 GiB,32 vCPUs,EBS only,50 Gigabit,$3.3472 hourly,,$1.0562 hourly,$4.8192 hourly,
R8IN 96xlarge,r8in.96xlarge,"8,889,574.813",Memory optimized,317.0 fps,3072 GiB,384 vCPUs,EBS only,600 Gigabit,$40.1664 hourly,,$10.7513 hourly,$57.8304 hourly,
R8IN Large,r8in.large,"46,818.306",Memory optimized,20.0 fps,16 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.2092 hourly,,$0.0348 hourly,$0.3012 hourly,
R8IN Extra Large,r8in.xlarge,"97,292.038",Memory optimized,39.0 fps,32 GiB,4 vCPUs,EBS only,Up to 30 Gigabit,$0.4184 hourly,,$0.0945 hourly,$0.6024 hourly,
T1 Micro,t1.micro,"23,453.991",Micro instances,,0.613 GiB,1 vCPUs,EBS only,Very Low,$0.02 hourly,$0.014 hourly,$0.0038 hourly,$0.02 hourly,$0.015 hourly
T2 Double Extra Large,t2.2xlarge,"165,917.732",General purpose,59.0 fps,32 GiB,8 vCPUs (4h 4.799999999999983m burst),EBS only,Moderate,$0.3712 hourly,$0.23 hourly,$0.1391 hourly,$0.4332 hourly,$0.292 hourly
T2 Large,t2.large,"44,120.891",General purpose,17.0 fps,8 GiB,2 vCPUs (7h 12m burst),EBS only,Low to Moderate,$0.0928 hourly,$0.0575 hourly,$0.0293 hourly,$0.1208 hourly,$0.0855 hourly
T2 Medium,t2.medium,"41,050.903",General purpose,,4 GiB,2 vCPUs (4h 48m burst),EBS only,Low to Moderate,$0.0464 hourly,$0.0287 hourly,$0.0142 hourly,$0.0644 hourly,$0.0467 hourly
T2 Micro,t2.micro,"22,258.495",General purpose,,1 GiB,1 vCPUs (2h 24m burst),EBS only,Low to Moderate,$0.0116 hourly,$0.0072 hourly,$0.0025 hourly,$0.0162 hourly,$0.0118 hourly
T2 Nano,t2.nano,"20,638.415",General purpose,,0.5 GiB,1 vCPUs (1h 12m burst),EBS only,Low to Moderate,$0.0058 hourly,$0.0036 hourly,,$0.0081 hourly,$0.0059 hourly
T2 Small,t2.small,"22,166.396",General purpose,,2 GiB,1 vCPUs (4h 48m burst),EBS only,Low to Moderate,$0.023 hourly,$0.0144 hourly,$0.007 hourly,$0.032 hourly,$0.0236 hourly
T2 Extra Large,t2.xlarge,"74,985.94",General purpose,28.0 fps,16 GiB,4 vCPUs (5h 24m burst),EBS only,Moderate,$0.1856 hourly,$0.115 hourly,$0.0704 hourly,$0.2266 hourly,$0.156 hourly
T3 Double Extra Large,t3.2xlarge,"113,426.911",General purpose,45.0 fps,32 GiB,8 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.3328 hourly,$0.2086 hourly,$0.0876 hourly,$0.48 hourly,$0.3558 hourly
T3 Large,t3.large,"27,292.576",General purpose,9.9 fps,8 GiB,2 vCPUs (7h 12m burst),EBS only,Up to 5 Gigabit,$0.0832 hourly,$0.0522 hourly,$0.0271 hourly,$0.1108 hourly,$0.0798 hourly
T3 Medium,t3.medium,"29,163.021",General purpose,,4 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0416 hourly,$0.0261 hourly,$0.0153 hourly,$0.06 hourly,$0.0445 hourly
T3 Micro,t3.micro,"29,069.767",General purpose,,1 GiB,2 vCPUs (2h 24m burst),EBS only,Up to 5 Gigabit,$0.0104 hourly,$0.0065 hourly,$0.0034 hourly,$0.0196 hourly,$0.0157 hourly
T3 Nano,t3.nano,"28,750.779",General purpose,,0.5 GiB,2 vCPUs (1h 12m burst),EBS only,Up to 5 Gigabit,$0.0052 hourly,$0.0033 hourly,$0.0014 hourly,$0.0098 hourly,$0.0079 hourly
T3 Small,t3.small,"28,124.121",General purpose,,2 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0208 hourly,$0.013 hourly,$0.0061 hourly,$0.0392 hourly,$0.0314 hourly
T3 Extra Large,t3.xlarge,"53,932.584",General purpose,21.0 fps,16 GiB,4 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.1664 hourly,$0.1043 hourly,$0.0516 hourly,$0.24 hourly,$0.1779 hourly
T3A Double Extra Large,t3a.2xlarge,"104,760.034",General purpose,36.0 fps,32 GiB,8 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.3008 hourly,$0.1886 hourly,$0.0828 hourly,$0.448 hourly,$0.3358 hourly
T3A Large,t3a.large,"25,985.838",General purpose,9.7 fps,8 GiB,2 vCPUs (7h 12m burst),EBS only,Up to 5 Gigabit,$0.0752 hourly,$0.0471 hourly,$0.0256 hourly,$0.1028 hourly,$0.0747 hourly
T3A Medium,t3a.medium,"25,849.813",General purpose,,4 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0376 hourly,$0.0236 hourly,$0.0126 hourly,$0.056 hourly,$0.042 hourly
T3A Micro,t3a.micro,"25,160.398",General purpose,,1 GiB,2 vCPUs (2h 24m burst),EBS only,Up to 5 Gigabit,$0.0094 hourly,$0.0059 hourly,$0.0034 hourly,$0.0186 hourly,$0.0151 hourly
T3A Nano,t3a.nano,"25,859.84",General purpose,,0.5 GiB,2 vCPUs (1h 12m burst),EBS only,Up to 5 Gigabit,$0.0047 hourly,$0.0029 hourly,$0.0012 hourly,$0.0093 hourly,$0.0075 hourly
T3A Small,t3a.small,"26,578.073",General purpose,,2 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0188 hourly,$0.0118 hourly,$0.0056 hourly,$0.0372 hourly,$0.0302 hourly
T3A Extra Large,t3a.xlarge,"51,981.806",General purpose,19.0 fps,16 GiB,4 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.1504 hourly,$0.0943 hourly,$0.0507 hourly,$0.224 hourly,$0.1679 hourly
T4G Double Extra Large,t4g.2xlarge,"149,068.323",General purpose,49.0 fps,32 GiB,8 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.2688 hourly,$0.1686 hourly,$0.1174 hourly,,
T4G Large,t4g.large,"39,596.12",General purpose,12.0 fps,8 GiB,2 vCPUs (7h 12m burst),EBS only,Up to 5 Gigabit,$0.0672 hourly,$0.0421 hourly,$0.0196 hourly,,
T4G Medium,t4g.medium,"39,179.835",General purpose,,4 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0336 hourly,$0.0211 hourly,$0.0155 hourly,,
T4G Micro,t4g.micro,"38,902.937",General purpose,,1 GiB,2 vCPUs (2h 24m burst),EBS only,Up to 5 Gigabit,$0.0084 hourly,$0.0053 hourly,$0.0026 hourly,,
T4G Nano,t4g.nano,"38,488.678",General purpose,,0.5 GiB,2 vCPUs (1h 12m burst),EBS only,Up to 5 Gigabit,$0.0042 hourly,$0.0026 hourly,$0.0013 hourly,,
T4G Small,t4g.small,"37,874.006",General purpose,,2 GiB,2 vCPUs (4h 48m burst),EBS only,Up to 5 Gigabit,$0.0168 hourly,$0.0105 hourly,$0.0067 hourly,,
T4G Extra Large,t4g.xlarge,"77,489.345",General purpose,25.0 fps,16 GiB,4 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.1344 hourly,$0.0843 hourly,$0.064 hourly,,
TRN1 Double Extra Large,trn1.2xlarge,"143,697.517",Machine Learning ASIC Instances,56.0 fps,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 12.5 Gigabit,$1.3438 hourly,$0.8268 hourly,$0.1605 hourly,,
TRN1 32xlarge,trn1.32xlarge,"2,177,889.319",Machine Learning ASIC Instances,221.0 fps,512 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),8x 100 Gigabit,$21.50 hourly,$13.229 hourly,$2.5285 hourly,,
TRN1N 32xlarge,trn1n.32xlarge,"2,151,170.119",Machine Learning ASIC Instances,222.0 fps,512 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),16x 100 Gigabit,$24.78 hourly,$15.2471 hourly,$3.0099 hourly,,
TRN2 48xlarge,trn2.48xlarge,,Machine Learning ASIC Instances,,2048 GiB,192 vCPUs,7600 GB (4×1900 GB NVMe SSD),16x 200 Gigabit,,,,,
U-12TB1 112xlarge,u-12tb1.112xlarge,,Memory optimized,,12288 GiB,448 vCPUs,EBS only,100 Gigabit,$109.20 hourly,,,$129.808 hourly,$67.3054 hourly
U-12TB1 Metal,u-12tb1.metal,,Memory optimized,,12288 GiB,448 vCPUs,EBS only,100 Gigabit,,,,$20.608 hourly,
U-18TB1 112xlarge,u-18tb1.112xlarge,,Memory optimized,,18432 GiB,448 vCPUs,EBS only,100 Gigabit,$163.80 hourly,,,$184.408 hourly,$100.9409 hourly
U-18TB1 Metal,u-18tb1.metal,,Memory optimized,,18432 GiB,448 vCPUs,EBS only,100 Gigabit,,,,$20.608 hourly,
U-24TB1 112xlarge,u-24tb1.112xlarge,,Memory optimized,,24576 GiB,448 vCPUs,EBS only,100 Gigabit,$218.40 hourly,,,$239.008 hourly,$134.5879 hourly
U-24TB1 Metal,u-24tb1.metal,,Memory optimized,,24576 GiB,448 vCPUs,EBS only,100 Gigabit,,,,$20.608 hourly,
U-3TB1 56xlarge,u-3tb1.56xlarge,"2,906,920.157",Memory optimized,162.0 fps,3072 GiB,224 vCPUs,EBS only,50 Gigabit,$27.30 hourly,$16.8235 hourly,,$37.604 hourly,$16.8235 hourly
U-6TB1 112xlarge,u-6tb1.112xlarge,"5,678,613.303",Memory optimized,114.0 fps,6144 GiB,448 vCPUs,EBS only,100 Gigabit,$54.60 hourly,$33.647 hourly,,$75.208 hourly,$33.647 hourly
U-6TB1 56xlarge,u-6tb1.56xlarge,"4,544,071.407",Memory optimized,170.0 fps,6144 GiB,224 vCPUs,EBS only,100 Gigabit,$46.4039 hourly,$28.5962 hourly,,$56.7079 hourly,$28.5962 hourly
U-6TB1 Metal,u-6tb1.metal,,Memory optimized,,6144 GiB,448 vCPUs,EBS only,100 Gigabit,,,,$20.608 hourly,
U-9TB1 112xlarge,u-9tb1.112xlarge,,Memory optimized,,9216 GiB,448 vCPUs,EBS only,100 Gigabit,$81.90 hourly,,,$102.508 hourly,$50.4791 hourly
U-9TB1 Metal,u-9tb1.metal,,Memory optimized,,9216 GiB,448 vCPUs,EBS only,100 Gigabit,,,,$20.608 hourly,
U7I-12TB 224xlarge,u7i-12tb.224xlarge,,Memory optimized,,12288 GiB,896 vCPUs,EBS only,100 Gigabit,$125.5818 hourly,$77.4024 hourly,,$166.7978 hourly,$118.6184 hourly
U7I-6TB 112xlarge,u7i-6tb.112xlarge,"8,291,178.285",Memory optimized,242.0 fps,6144 GiB,448 vCPUs,EBS only,100 Gigabit,$62.79 hourly,,,$83.398 hourly,
U7I-8TB 112xlarge,u7i-8tb.112xlarge,"8,540,382.538",Memory optimized,249.0 fps,8192 GiB,448 vCPUs,EBS only,100 Gigabit,$83.72 hourly,,,$104.328 hourly,
U7IN-16TB 224xlarge,u7in-16tb.224xlarge,,Memory optimized,,16384 GiB,896 vCPUs,EBS only,200 Gigabit,$180.4756 hourly,$111.2172 hourly,,$221.6916 hourly,$152.4332 hourly
U7IN-24TB 224xlarge,u7in-24tb.224xlarge,,Memory optimized,,24576 GiB,896 vCPUs,EBS only,200 Gigabit,$270.7313 hourly,$166.8368 hourly,,$311.9473 hourly,$208.0528 hourly
U7IN-32TB 224xlarge,u7in-32tb.224xlarge,,Memory optimized,,32768 GiB,896 vCPUs,EBS only,200 Gigabit,$360.987 hourly,$222.4564 hourly,,$402.203 hourly,$263.6724 hourly
VT1 24xlarge,vt1.24xlarge,"1,069,796.813",Media Accelerator Instances,175.0 fps,192 GiB,96 vCPUs,EBS only,25 Gigabit,$5.20 hourly,$3.276 hourly,$2.4565 hourly,,
VT1 3xlarge,vt1.3xlarge,"171,551.108",Media Accelerator Instances,58.0 fps,24 GiB,12 vCPUs,EBS only,3.12 Gigabit,$0.65 hourly,$0.4095 hourly,$0.2005 hourly,,
VT1 6xlarge,vt1.6xlarge,"311,850.312",Media Accelerator Instances,107.0 fps,48 GiB,24 vCPUs,EBS only,6.25 Gigabit,$1.30 hourly,$0.819 hourly,$0.3658 hourly,,
X1 Extra High-Memory 16xlarge Extra Large,x1.16xlarge,"1,144,389.808",Memory optimized,213.0 fps,976 GiB,64 vCPUs,1920 GB SSD,10 Gigabit,$6.669 hourly,$4.11 hourly,$1.5746 hourly,$9.613 hourly,$7.054 hourly
X1 Extra High-Memory 32xlarge,x1.32xlarge,"2,194,787.38",Memory optimized,230.0 fps,1952 GiB,128 vCPUs,3840 GB (2×1920 GB SSD),25 Gigabit,$13.338 hourly,$8.219 hourly,$1.8588 hourly,$19.226 hourly,$14.107 hourly
X1E 16xlarge Extra Large,x1e.16xlarge,"1,105,974.856",Memory optimized,212.0 fps,1952 GiB,64 vCPUs,1920 GB SSD,10 Gigabit,$13.344 hourly,$8.223 hourly,$1.7915 hourly,$16.288 hourly,$11.167 hourly
X1E Double Extra Large,x1e.2xlarge,"104,899.69",Memory optimized,32.0 fps,244 GiB,8 vCPUs,240 GB SSD,Up to 10 Gigabit,$1.668 hourly,$1.028 hourly,$0.2653 hourly,$2.036 hourly,$1.396 hourly
X1E 32xlarge,x1e.32xlarge,"2,226,377.354",Memory optimized,247.0 fps,3904 GiB,128 vCPUs,3840 GB (2×1920 GB SSD),25 Gigabit,$26.688 hourly,$16.446 hourly,$3.244 hourly,$32.576 hourly,$22.334 hourly
X1E Quadruple Extra Large,x1e.4xlarge,"276,948.375",Memory optimized,102.0 fps,488 GiB,16 vCPUs,480 GB SSD,Up to 10 Gigabit,$3.336 hourly,$2.056 hourly,$0.5521 hourly,$4.072 hourly,$2.792 hourly
X1E Eight Extra Large,x1e.8xlarge,"565,745.856",Memory optimized,172.0 fps,976 GiB,32 vCPUs,960 GB SSD,Up to 10 Gigabit,$6.672 hourly,$4.112 hourly,$1.1175 hourly,$8.144 hourly,$5.584 hourly
X1E Extra Large,x1e.xlarge,"61,299.55",Memory optimized,24.0 fps,122 GiB,4 vCPUs,120 GB SSD,Up to 10 Gigabit,$0.834 hourly,$0.514 hourly,$0.1235 hourly,$1.018 hourly,$0.698 hourly
X2GD 12xlarge Extra Large,x2gd.12xlarge,"952,695.997",Memory optimized,172.0 fps,768 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,$4.008 hourly,$2.4699 hourly,$0.8775 hourly,,
X2GD 16xlarge Extra Large,x2gd.16xlarge,"1,269,505.422",Memory optimized,174.0 fps,1024 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$5.344 hourly,$3.2932 hourly,$0.9576 hourly,,
X2GD Double Extra Large,x2gd.2xlarge,"158,436.757",Memory optimized,50.0 fps,128 GiB,8 vCPUs,475 GB NVMe SSD,Up to 10 Gigabit,$0.668 hourly,$0.4117 hourly,$0.2056 hourly,,
X2GD Quadruple Extra Large,x2gd.4xlarge,"317,523.318",Memory optimized,93.0 fps,256 GiB,16 vCPUs,950 GB NVMe SSD,Up to 10 Gigabit,$1.336 hourly,$0.8233 hourly,$0.4098 hourly,,
X2GD Eight Extra Large,x2gd.8xlarge,"646,725.95",Memory optimized,149.0 fps,512 GiB,32 vCPUs,1900 GB NVMe SSD,12 Gigabit,$2.672 hourly,$1.6466 hourly,$0.779 hourly,,
X2GD Large,x2gd.large,"40,461.258",Memory optimized,13.0 fps,32 GiB,2 vCPUs,118 GB NVMe SSD,Up to 10 Gigabit,$0.167 hourly,$0.1029 hourly,$0.032 hourly,,
X2GD Medium,x2gd.medium,"19,681.165",Memory optimized,6.9 fps,16 GiB,1 vCPUs,59 GB NVMe SSD,Up to 10 Gigabit,$0.0835 hourly,$0.0515 hourly,$0.0101 hourly,,
X2GD Metal,x2gd.metal,"1,264,822.134",Memory optimized,178.0 fps,1024 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$5.344 hourly,$3.2932 hourly,$0.5344 hourly,,
X2GD Extra Large,x2gd.xlarge,"78,390.384",Memory optimized,25.0 fps,64 GiB,4 vCPUs,237 GB NVMe SSD,Up to 10 Gigabit,$0.334 hourly,$0.2058 hourly,$0.085 hourly,,
X2IDN 16xlarge Extra Large,x2idn.16xlarge,"1,098,335.336",Memory optimized,185.0 fps,1024 GiB,64 vCPUs,1900 GB NVMe SSD,50 Gigabit,$6.669 hourly,$4.1034 hourly,$0.924 hourly,$9.613 hourly,$7.0474 hourly
X2IDN 24xlarge,x2idn.24xlarge,"1,668,912.165",Memory optimized,243.0 fps,1536 GiB,96 vCPUs,2850 GB (2×1425 GB NVMe SSD),75 Gigabit,$10.0035 hourly,$6.1552 hourly,$2.9845 hourly,$14.4195 hourly,$6.1552 hourly
X2IDN 32xlarge,x2idn.32xlarge,"2,132,000.833",Memory optimized,216.0 fps,2048 GiB,128 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,$13.338 hourly,$8.2069 hourly,$2.6967 hourly,$19.226 hourly,$14.0949 hourly
X2IDN Metal,x2idn.metal,"2,279,405.218",Memory optimized,264.0 fps,2048 GiB,128 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,$13.338 hourly,$8.2069 hourly,$1.6396 hourly,$19.226 hourly,$8.2069 hourly
X2IEDN 16xlarge Extra Large,x2iedn.16xlarge,"1,082,910.321",Memory optimized,184.0 fps,2048 GiB,64 vCPUs,1900 GB NVMe SSD,50 Gigabit,$13.338 hourly,$8.2069 hourly,$1.7117 hourly,$16.282 hourly,$8.2069 hourly
X2IEDN 24xlarge,x2iedn.24xlarge,"1,637,107.776",Memory optimized,238.0 fps,3072 GiB,96 vCPUs,2850 GB (2×1425 GB NVMe SSD),75 Gigabit,$20.007 hourly,$12.3103 hourly,$2.3935 hourly,$24.423 hourly,$12.3103 hourly
X2IEDN Double Extra Large,x2iedn.2xlarge,"137,628.489",Memory optimized,56.0 fps,256 GiB,8 vCPUs,237 GB NVMe SSD,Up to 25 Gigabit,$1.6673 hourly,$1.0259 hourly,$0.2663 hourly,$2.0353 hourly,$1.0259 hourly
X2IEDN 32xlarge,x2iedn.32xlarge,"2,111,949.841",Memory optimized,217.0 fps,4096 GiB,128 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,$26.676 hourly,$16.4137 hourly,$3.1653 hourly,$32.564 hourly,$22.3017 hourly
X2IEDN Quadruple Extra Large,x2iedn.4xlarge,"270,704.678",Memory optimized,105.0 fps,512 GiB,16 vCPUs,475 GB NVMe SSD,Up to 25 Gigabit,$3.3345 hourly,$2.0517 hourly,$0.4804 hourly,$4.0705 hourly,$2.0517 hourly
X2IEDN Eight Extra Large,x2iedn.8xlarge,"555,603.785",Memory optimized,182.0 fps,1024 GiB,32 vCPUs,950 GB NVMe SSD,25 Gigabit,$6.669 hourly,$4.1034 hourly,$0.8939 hourly,$8.141 hourly,$4.1034 hourly
X2IEDN Metal,x2iedn.metal,"2,256,600.115",Memory optimized,267.0 fps,4096 GiB,128 vCPUs,3800 GB (2×1900 GB NVMe SSD),100 Gigabit,$26.676 hourly,$16.4137 hourly,$2.6676 hourly,$32.564 hourly,$16.4137 hourly
X2IEDN Extra Large,x2iedn.xlarge,"67,218.418",Memory optimized,28.0 fps,128 GiB,4 vCPUs,118 GB NVMe SSD,Up to 25 Gigabit,$0.8336 hourly,$0.5129 hourly,$0.15 hourly,$1.0176 hourly,$0.6969 hourly
X2IEZN 12xlarge Extra Large,x2iezn.12xlarge,"1,000,208.377",Memory optimized,199.0 fps,1536 GiB,48 vCPUs,EBS only,100 Gigabit,$10.008 hourly,$6.1614 hourly,$1.5512 hourly,$12.216 hourly,$6.1614 hourly
X2IEZN Double Extra Large,x2iezn.2xlarge,"164,220.466",Memory optimized,53.0 fps,256 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$1.668 hourly,$1.0269 hourly,$0.258 hourly,$2.036 hourly,$1.0269 hourly
X2IEZN Quadruple Extra Large,x2iezn.4xlarge,"319,696.289",Memory optimized,102.0 fps,512 GiB,16 vCPUs,EBS only,Up to 25 Gigabit,$3.336 hourly,$2.0538 hourly,$0.7091 hourly,$4.072 hourly,$2.0538 hourly
X2IEZN 6xlarge,x2iezn.6xlarge,"533,214.841",Memory optimized,143.0 fps,768 GiB,24 vCPUs,EBS only,50 Gigabit,$5.004 hourly,$3.0807 hourly,$1.3298 hourly,$6.108 hourly,$3.0807 hourly
X2IEZN Eight Extra Large,x2iezn.8xlarge,"646,725.95",Memory optimized,168.0 fps,1024 GiB,32 vCPUs,EBS only,75 Gigabit,$6.672 hourly,$4.1076 hourly,$1.248 hourly,$8.144 hourly,$5.5796 hourly
X2IEZN Metal,x2iezn.metal,"978,343.949",Memory optimized,198.0 fps,1536 GiB,48 vCPUs,EBS only,100 Gigabit,$10.008 hourly,$6.1614 hourly,$1.1699 hourly,$12.216 hourly,$8.3694 hourly
X8AEDZ 12xlarge Extra Large,x8aedz.12xlarge,"2,454,101.789",Memory optimized,429.0 fps,1536 GiB,48 vCPUs,3800 GB NVMe SSD,37.5 Gigabit,$13.8072 hourly,,$3.2991 hourly,$16.0152 hourly,
X8AEDZ 24xlarge,x8aedz.24xlarge,"4,801,527.759",Memory optimized,430.0 fps,3072 GiB,96 vCPUs,7600 GB (2×3800 GB NVMe SSD),75 Gigabit,$27.6144 hourly,,$3.4649 hourly,$32.0304 hourly,
X8AEDZ 3xlarge,x8aedz.3xlarge,"626,067.16",Memory optimized,200.0 fps,384 GiB,12 vCPUs,950 GB NVMe SSD,Up to 18.75 Gigabit,$3.4518 hourly,,$1.1417 hourly,$4.0038 hourly,
X8AEDZ 6xlarge,x8aedz.6xlarge,"1,196,085.538",Memory optimized,328.0 fps,768 GiB,24 vCPUs,1900 GB NVMe SSD,18.75 Gigabit,$6.9036 hourly,,$1.879 hourly,$8.0076 hourly,
X8AEDZ Large,x8aedz.large,"107,332.78",Memory optimized,39.0 fps,64 GiB,2 vCPUs,158 GB NVMe SSD,Up to 18.75 Gigabit,$0.5753 hourly,,$0.1393 hourly,$0.6673 hourly,
X8AEDZ Metal-12xl,x8aedz.metal-12xl,"2,559,875.885",Memory optimized,438.0 fps,1536 GiB,48 vCPUs,3800 GB NVMe SSD,37.5 Gigabit,$13.8072 hourly,,$2.548 hourly,$16.0152 hourly,
X8AEDZ Metal-24xl,x8aedz.metal-24xl,"4,924,454.393",Memory optimized,454.0 fps,3072 GiB,96 vCPUs,7600 GB (2×3800 GB NVMe SSD),75 Gigabit,$27.6144 hourly,,$3.7299 hourly,$32.0304 hourly,
X8AEDZ Extra Large,x8aedz.xlarge,"213,260.954",Memory optimized,76.0 fps,128 GiB,4 vCPUs,316 GB NVMe SSD,Up to 18.75 Gigabit,$1.1506 hourly,,$0.2218 hourly,$1.3346 hourly,
X8G 12xlarge Extra Large,x8g.12xlarge,"1,502,464.982",Memory optimized,291.0 fps,768 GiB,48 vCPUs,EBS only,22.5 Gigabit,$4.6896 hourly,$2.8899 hourly,$1.414 hourly,,
X8G 16xlarge Extra Large,x8g.16xlarge,"1,802,436.105",Memory optimized,293.0 fps,1024 GiB,64 vCPUs,EBS only,30 Gigabit,$6.2528 hourly,$3.8533 hourly,$2.0924 hourly,,
