Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
M6IN 24xlarge,m6in.24xlarge,"1,559,327.54",General purpose,237.0 fps,384 GiB,96 vCPUs,EBS only,150 Gigabit,$7.7971 hourly,$4.9122 hourly,$2.439 hourly,$12.2131 hourly,$9.3282 hourly
M6IN Double Extra Large,m6in.2xlarge,"136,518.771",General purpose,56.0 fps,32 GiB,8 vCPUs,EBS only,Up to 40 Gigabit,$0.6498 hourly,$0.4094 hourly,$0.1615 hourly,$1.0178 hourly,$0.7774 hourly
M6IN 32xlarge,m6in.32xlarge,"2,206,611.214",General purpose,220.0 fps,512 GiB,128 vCPUs,EBS only,200 Gigabit,$10.3962 hourly,$6.5496 hourly,$2.455 hourly,$16.2842 hourly,$12.4376 hourly
M6IN Quadruple Extra Large,m6in.4xlarge,"266,866.817",General purpose,107.0 fps,64 GiB,16 vCPUs,EBS only,Up to 50 Gigabit,$1.2995 hourly,$0.8187 hourly,$0.2704 hourly,$2.0355 hourly,$1.5547 hourly
M6IN Eight Extra Large,m6in.8xlarge,"568,282.721",General purpose,178.0 fps,128 GiB,32 vCPUs,EBS only,50 Gigabit,$2.599 hourly,$1.6374 hourly,$0.8196 hourly,$4.071 hourly,$3.1094 hourly
M6IN Large,m6in.large,"32,420.165",General purpose,14.0 fps,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.1624 hourly,$0.1023 hourly,$0.0414 hourly,$0.2544 hourly,$0.1943 hourly
M6IN Metal,m6in.metal,"2,559,744.026",General purpose,256.0 fps,512 GiB,128 vCPUs,EBS only,200 Gigabit,$10.3962 hourly,$6.5496 hourly,$2.0692 hourly,$16.2842 hourly,$12.4376 hourly
M6IN Extra Large,m6in.xlarge,"68,769.879",General purpose,28.0 fps,16 GiB,4 vCPUs,EBS only,Up to 30 Gigabit,$0.3249 hourly,$0.2047 hourly,$0.0884 hourly,$0.5089 hourly,$0.3887 hourly
M7A 12xlarge Extra Large,m7a.12xlarge,"1,543,408.36",General purpose,308.0 fps,192 GiB,48 vCPUs,EBS only,18.75 Gigabit,,,,,
M7A 16xlarge Extra Large,m7a.16xlarge,"1,932,756.191",General purpose,302.0 fps,256 GiB,64 vCPUs,EBS only,25 Gigabit,,,,,
M7A 24xlarge,m7a.24xlarge,"2,714,420.358",General purpose,311.0 fps,384 GiB,96 vCPUs,EBS only,37.5 Gigabit,,,,,
M7A Double Extra Large,m7a.2xlarge,"262,826.48",General purpose,104.0 fps,32 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
M7A 32xlarge,m7a.32xlarge,"4,116,638.079",General purpose,296.0 fps,512 GiB,128 vCPUs,EBS only,50 Gigabit,,,,,
M7A 48xlarge,m7a.48xlarge,"5,871,260.384",General purpose,300.0 fps,768 GiB,192 vCPUs,EBS only,50 Gigabit,,,,,
M7A Quadruple Extra Large,m7a.4xlarge,"511,617.992",General purpose,189.0 fps,64 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
M7A Eight Extra Large,m7a.8xlarge,"1,087,079.606",General purpose,281.0 fps,128 GiB,32 vCPUs,EBS only,12.5 Gigabit,,,,,
M7A Large,m7a.large,"67,950.17",General purpose,27.0 fps,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
M7A Medium,m7a.medium,"32,470.168",General purpose,,4 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
M7A Metal-48xl,m7a.metal-48xl,"6,428,571.429",General purpose,320.0 fps,768 GiB,192 vCPUs,EBS only,50 Gigabit,,,,,
M7A Extra Large,m7a.xlarge,"131,219.245",General purpose,55.0 fps,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
M7G 12xlarge Extra Large,m7g.12xlarge,"1,244,732.577",General purpose,239.0 fps,192 GiB,48 vCPUs,EBS only,22.5 Gigabit,$2.2848 hourly,$1.5068 hourly,$0.8032 hourly,,
M7G 16xlarge Extra Large,m7g.16xlarge,"1,580,051.845",General purpose,242.0 fps,256 GiB,64 vCPUs,EBS only,30 Gigabit,$3.0464 hourly,$2.0091 hourly,$0.9664 hourly,,
M7G Double Extra Large,m7g.2xlarge,"199,153.597",General purpose,73.0 fps,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.3808 hourly,$0.2511 hourly,$0.1718 hourly,,
M7G Quadruple Extra Large,m7g.4xlarge,"411,602.032",General purpose,134.0 fps,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.7616 hourly,$0.5023 hourly,$0.2906 hourly,,
M7G Eight Extra Large,m7g.8xlarge,"815,390.496",General purpose,213.0 fps,128 GiB,32 vCPUs,EBS only,15 Gigabit,$1.5232 hourly,$1.0046 hourly,$0.6728 hourly,,
M7G Large,m7g.large,"51,659.563",General purpose,19.0 fps,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0952 hourly,$0.0628 hourly,$0.0381 hourly,,
M7G Medium,m7g.medium,"25,521.055",General purpose,,4 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0476 hourly,$0.0314 hourly,$0.0169 hourly,,
M7G Metal,m7g.metal,"1,729,262.362",General purpose,245.0 fps,256 GiB,64 vCPUs,EBS only,30 Gigabit,$3.0464 hourly,$2.0091 hourly,$0.5441 hourly,,
M7G Extra Large,m7g.xlarge,"103,066.22",General purpose,38.0 fps,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1904 hourly,$0.1256 hourly,$0.0744 hourly,,
M7GD 12xlarge Extra Large,m7gd.12xlarge,"1,247,077.163",General purpose,239.0 fps,192 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),22.5 Gigabit,$3.0164 hourly,$1.9004 hourly,$0.9984 hourly,,
M7GD 16xlarge Extra Large,m7gd.16xlarge,"1,664,499.35",General purpose,242.0 fps,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$4.0219 hourly,$2.5338 hourly,$0.4059 hourly,,
M7GD Double Extra Large,m7gd.2xlarge,"202,698.423",General purpose,72.0 fps,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.5027 hourly,$0.3167 hourly,$0.1728 hourly,,
M7GD Quadruple Extra Large,m7gd.4xlarge,"405,165.865",General purpose,133.0 fps,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$1.0055 hourly,$0.6335 hourly,$0.3636 hourly,,
M7GD Eight Extra Large,m7gd.8xlarge,"817,160.368",General purpose,212.0 fps,128 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$2.011 hourly,$1.2669 hourly,$0.4501 hourly,,
M7GD Large,m7gd.large,"49,443.758",General purpose,18.0 fps,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1257 hourly,$0.0792 hourly,$0.0426 hourly,,
M7GD Medium,m7gd.medium,"24,319.066",General purpose,,4 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0628 hourly,$0.0396 hourly,$0.0117 hourly,,
M7GD Metal,m7gd.metal,"1,523,537.464",General purpose,245.0 fps,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$4.0219 hourly,$2.5338 hourly,$0.7094 hourly,,
M7GD Extra Large,m7gd.xlarge,"102,860.816",General purpose,38.0 fps,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2514 hourly,$0.1584 hourly,$0.0816 hourly,,
M7I-FLEX 12xlarge Extra Large,m7i-flex.12xlarge,"968,620.724",General purpose,227.0 fps,192 GiB,48 vCPUs,EBS only,Up to 18.75 Gigabit,$2.6813 hourly,$1.7685 hourly,$0.4724 hourly,$4.8893 hourly,$3.9765 hourly
M7I-FLEX 16xlarge Extra Large,m7i-flex.16xlarge,"1,328,489.881",General purpose,210.0 fps,256 GiB,64 vCPUs,EBS only,Up to 25 Gigabit,$3.575 hourly,$2.3579 hourly,$0.6336 hourly,$6.519 hourly,$5.3019 hourly
M7I-FLEX Double Extra Large,m7i-flex.2xlarge,"157,720.933",General purpose,57.0 fps,32 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.4469 hourly,$0.2947 hourly,$0.1773 hourly,$0.7965 hourly,$0.6443 hourly
M7I-FLEX Quadruple Extra Large,m7i-flex.4xlarge,"341,042.311",General purpose,137.0 fps,64 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.8938 hourly,$0.5895 hourly,$0.3481 hourly,$1.593 hourly,$1.2887 hourly
M7I-FLEX Eight Extra Large,m7i-flex.8xlarge,"735,378.605",General purpose,214.0 fps,128 GiB,32 vCPUs,EBS only,Up to 12.5 Gigabit,$1.7875 hourly,$1.179 hourly,$0.5976 hourly,$3.1859 hourly,$2.5774 hourly
M7I-FLEX Large,m7i-flex.large,"43,763.676",General purpose,16.0 fps,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1117 hourly,$0.0737 hourly,$0.037 hourly,$0.1991 hourly,$0.1611 hourly
M7I-FLEX Extra Large,m7i-flex.xlarge,"78,697.555",General purpose,31.0 fps,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2234 hourly,$0.1474 hourly,$0.0863 hourly,$0.3982 hourly,$0.3222 hourly
M7I 12xlarge Extra Large,m7i.12xlarge,"1,068,011.57",General purpose,235.0 fps,192 GiB,48 vCPUs,EBS only,18.75 Gigabit,$2.8224 hourly,$1.8615 hourly,$1.1005 hourly,$5.0304 hourly,$4.0695 hourly
M7I 16xlarge Extra Large,m7i.16xlarge,"1,339,566.036",General purpose,231.0 fps,256 GiB,64 vCPUs,EBS only,25 Gigabit,$3.7632 hourly,$2.482 hourly,$1.4219 hourly,$6.7072 hourly,$5.426 hourly
M7I 24xlarge,m7i.24xlarge,"2,034,760.492",General purpose,257.0 fps,384 GiB,96 vCPUs,EBS only,37.5 Gigabit,$5.6448 hourly,$3.723 hourly,$1.2499 hourly,$10.0608 hourly,$8.139 hourly
M7I Double Extra Large,m7i.2xlarge,"163,373.666",General purpose,59.0 fps,32 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.4704 hourly,$0.3103 hourly,$0.1976 hourly,$0.8384 hourly,$0.6783 hourly
M7I 48xlarge,m7i.48xlarge,"3,809,523.81",General purpose,268.0 fps,768 GiB,192 vCPUs,EBS only,50 Gigabit,$11.2896 hourly,$7.4459 hourly,$4.3494 hourly,$20.1216 hourly,$16.2779 hourly
M7I Quadruple Extra Large,m7i.4xlarge,"372,381.691",General purpose,126.0 fps,64 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.9408 hourly,$0.6205 hourly,$0.3593 hourly,$1.6768 hourly,$1.3565 hourly
M7I Eight Extra Large,m7i.8xlarge,"699,530.003",General purpose,200.0 fps,128 GiB,32 vCPUs,EBS only,12.5 Gigabit,$1.8816 hourly,$1.241 hourly,$0.9476 hourly,$3.3536 hourly,$2.713 hourly
M7I Large,m7i.large,"46,780.89",General purpose,17.0 fps,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1176 hourly,$0.0776 hourly,$0.0331 hourly,$0.2096 hourly,$0.1696 hourly
M7I Metal-24xl,m7i.metal-24xl,"2,055,234.425",General purpose,279.0 fps,384 GiB,96 vCPUs,EBS only,37.5 Gigabit,$5.6448 hourly,$3.723 hourly,$1.3068 hourly,$10.0608 hourly,$8.139 hourly
M7I Metal-48xl,m7i.metal-48xl,"3,469,461.511",General purpose,303.0 fps,768 GiB,192 vCPUs,EBS only,50 Gigabit,$11.2896 hourly,$7.4459 hourly,$1.129 hourly,$20.1216 hourly,$16.2779 hourly
M7I Extra Large,m7i.xlarge,"89,171.265",General purpose,32.0 fps,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2352 hourly,$0.1551 hourly,$0.0839 hourly,$0.4192 hourly,$0.3391 hourly
M8A 12xlarge Extra Large,m8a.12xlarge,"2,249,392.92",General purpose,417.0 fps,192 GiB,48 vCPUs,EBS only,22.5 Gigabit,,,,,
M8A 16xlarge Extra Large,m8a.16xlarge,"2,819,496.175",General purpose,416.0 fps,256 GiB,64 vCPUs,EBS only,30 Gigabit,,,,,
M8A 24xlarge,m8a.24xlarge,"3,988,819.219",General purpose,416.0 fps,384 GiB,96 vCPUs,EBS only,40 Gigabit,,,,,
M8A Double Extra Large,m8a.2xlarge,"367,787.909",General purpose,130.0 fps,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,,,,,
M8A 48xlarge,m8a.48xlarge,"6,962,254.821",General purpose,406.0 fps,768 GiB,192 vCPUs,EBS only,75 Gigabit,,,,,
M8A Quadruple Extra Large,m8a.4xlarge,"771,022.408",General purpose,236.0 fps,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,,,,,
M8A Eight Extra Large,m8a.8xlarge,"1,391,102.739",General purpose,329.0 fps,128 GiB,32 vCPUs,EBS only,15 Gigabit,,,,,
M8A Large,m8a.large,"94,347.714",General purpose,35.0 fps,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
M8A Medium,m8a.medium,"41,172.03",General purpose,,4 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
M8A Metal-24xl,m8a.metal-24xl,"4,001,667.361",General purpose,443.0 fps,384 GiB,96 vCPUs,EBS only,40 Gigabit,,,,,
M8A Metal-48xl,m8a.metal-48xl,"7,478,488.722",General purpose,426.0 fps,768 GiB,192 vCPUs,EBS only,75 Gigabit,,,,,
M8A Extra Large,m8a.xlarge,"174,418.605",General purpose,71.0 fps,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
M8AZN 12xlarge Extra Large,m8azn.12xlarge,,General purpose,,192 GiB,48 vCPUs,EBS only,100 Gigabit,,,,,
M8AZN 24xlarge,m8azn.24xlarge,,General purpose,,384 GiB,96 vCPUs,EBS only,200 Gigabit,,,,,
M8AZN 3xlarge,m8azn.3xlarge,,General purpose,,48 GiB,12 vCPUs,EBS only,Up to 50 Gigabit,,,,,
M8AZN 6xlarge,m8azn.6xlarge,,General purpose,,96 GiB,24 vCPUs,EBS only,50 Gigabit,,,,,
M8AZN Large,m8azn.large,,General purpose,,8 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,,,,,
M8AZN Medium,m8azn.medium,,General purpose,,4 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,,,,,
M8AZN Metal-12xl,m8azn.metal-12xl,,General purpose,,192 GiB,48 vCPUs,EBS only,100 Gigabit,,,,,
M8AZN Metal-24xl,m8azn.metal-24xl,,General purpose,,384 GiB,96 vCPUs,EBS only,200 Gigabit,,,,,
M8AZN Extra Large,m8azn.xlarge,,General purpose,,16 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,,,,,
M8G 12xlarge Extra Large,m8g.12xlarge,"1,434,548.715",General purpose,293.0 fps,192 GiB,48 vCPUs,EBS only,22.5 Gigabit,$2.5133 hourly,$1.6575 hourly,$0.9138 hourly,,
M8G 16xlarge Extra Large,m8g.16xlarge,"1,941,747.573",General purpose,297.0 fps,256 GiB,64 vCPUs,EBS only,30 Gigabit,$3.351 hourly,$2.21 hourly,$1.1148 hourly,,
M8G 24xlarge,m8g.24xlarge,"2,983,682.984",General purpose,297.0 fps,384 GiB,96 vCPUs,EBS only,40 Gigabit,$5.0266 hourly,$3.315 hourly,$1.6742 hourly,,
M8G Double Extra Large,m8g.2xlarge,"240,493.011",General purpose,86.0 fps,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.4189 hourly,$0.2763 hourly,$0.0902 hourly,,
M8G 48xlarge,m8g.48xlarge,"5,500,250.662",General purpose,277.0 fps,768 GiB,192 vCPUs,EBS only,50 Gigabit,$10.0531 hourly,$6.6301 hourly,$3.5759 hourly,,
M8G Quadruple Extra Large,m8g.4xlarge,"511,100.463",General purpose,158.0 fps,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.8378 hourly,$0.5525 hourly,$0.2775 hourly,,
M8G Eight Extra Large,m8g.8xlarge,"928,815.035",General purpose,255.0 fps,128 GiB,32 vCPUs,EBS only,15 Gigabit,$1.6755 hourly,$1.105 hourly,$0.6985 hourly,,
M8G Large,m8g.large,"62,514.652",General purpose,22.0 fps,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1047 hourly,$0.0691 hourly,$0.0373 hourly,,
M8G Medium,m8g.medium,"29,431.241",General purpose,,4 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0524 hourly,$0.0345 hourly,$0.0172 hourly,,
M8G Metal-24xl,m8g.metal-24xl,"2,892,873.286",General purpose,299.0 fps,384 GiB,96 vCPUs,EBS only,40 Gigabit,$5.0266 hourly,$3.315 hourly,$0.7279 hourly,,
M8G Metal-48xl,m8g.metal-48xl,"4,450,625.869",General purpose,283.0 fps,768 GiB,192 vCPUs,EBS only,50 Gigabit,$10.0531 hourly,$6.6301 hourly,$1.4573 hourly,,
M8G Extra Large,m8g.xlarge,"124,678.563",General purpose,45.0 fps,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2094 hourly,$0.1381 hourly,$0.0591 hourly,,
M8GB 12xlarge Extra Large,m8gb.12xlarge,"1,395,856.052",General purpose,293.0 fps,192 GiB,48 vCPUs,EBS only,100 Gigabit,,,,,
M8GB 16xlarge Extra Large,m8gb.16xlarge,"1,863,580.112",General purpose,296.0 fps,256 GiB,64 vCPUs,EBS only,133.33 Gigabit,,,,,
M8GB 24xlarge,m8gb.24xlarge,"2,891,348.543",General purpose,296.0 fps,384 GiB,96 vCPUs,EBS only,200 Gigabit,,,,,
M8GB Double Extra Large,m8gb.2xlarge,"246,153.846",General purpose,82.0 fps,32 GiB,8 vCPUs,EBS only,Up to 33.33 Gigabit,,,,,
M8GB 48xlarge,m8gb.48xlarge,"5,283,070.785",General purpose,117.0 fps,768 GiB,192 vCPUs,EBS only,400 Gigabit,,,,,
M8GB Quadruple Extra Large,m8gb.4xlarge,"486,285.237",General purpose,160.0 fps,64 GiB,16 vCPUs,EBS only,33.33 Gigabit,,,,,
M8GB Eight Extra Large,m8gb.8xlarge,"1,015,873.016",General purpose,218.0 fps,128 GiB,32 vCPUs,EBS only,66.66 Gigabit,,,,,
M8GB Large,m8gb.large,"62,348.999",General purpose,22.0 fps,8 GiB,2 vCPUs,EBS only,Up to 20 Gigabit,,,,,
M8GB Medium,m8gb.medium,"30,250.321",General purpose,,4 GiB,1 vCPUs,EBS only,Up to 16.66 Gigabit,,,,,
M8GB Metal-24xl,m8gb.metal-24xl,,General purpose,,384 GiB,96 vCPUs,EBS only,200 Gigabit,,,,,
M8GB Metal-48xl,m8gb.metal-48xl,,General purpose,,768 GiB,192 vCPUs,EBS only,400 Gigabit,,,,,
M8GB Extra Large,m8gb.xlarge,"121,479.007",General purpose,45.0 fps,16 GiB,4 vCPUs,EBS only,Up to 26.66 Gigabit,,,,,
M8GD 12xlarge Extra Large,m8gd.12xlarge,,General purpose,,192 GiB,48 vCPUs,2850 GB (3×950 GB NVMe SSD),22.5 Gigabit,,,,,
M8GD 16xlarge Extra Large,m8gd.16xlarge,,General purpose,,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,,,,,
M8GD 24xlarge,m8gd.24xlarge,,General purpose,,384 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,,,,,
M8GD Double Extra Large,m8gd.2xlarge,,General purpose,,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,,,,,
M8GD 48xlarge,m8gd.48xlarge,,General purpose,,768 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,,,,,
M8GD Quadruple Extra Large,m8gd.4xlarge,,General purpose,,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,,,,,
M8GD Eight Extra Large,m8gd.8xlarge,,General purpose,,128 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,,,,,
M8GD Large,m8gd.large,,General purpose,,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,,,,,
M8GD Medium,m8gd.medium,,General purpose,,4 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,,,,,
M8GD Metal-24xl,m8gd.metal-24xl,,General purpose,,384 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,,,,,
M8GD Metal-48xl,m8gd.metal-48xl,,General purpose,,768 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,,,,,
M8GD Extra Large,m8gd.xlarge,,General purpose,,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,,,,,
M8GN 12xlarge Extra Large,m8gn.12xlarge,"1,375,161.152",General purpose,289.0 fps,192 GiB,48 vCPUs,EBS only,150 Gigabit,,,,,
M8GN 16xlarge Extra Large,m8gn.16xlarge,"1,925,825.623",General purpose,295.0 fps,256 GiB,64 vCPUs,EBS only,200 Gigabit,,,,,
M8GN 24xlarge,m8gn.24xlarge,"2,929,285.224",General purpose,297.0 fps,384 GiB,96 vCPUs,EBS only,300 Gigabit,,,,,
M8GN Double Extra Large,m8gn.2xlarge,"243,494.141",General purpose,88.0 fps,32 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,,,,,
M8GN 48xlarge,m8gn.48xlarge,"5,357,516.568",General purpose,117.0 fps,768 GiB,192 vCPUs,EBS only,600 Gigabit,,,,,
M8GN Quadruple Extra Large,m8gn.4xlarge,"478,111.46",General purpose,161.0 fps,64 GiB,16 vCPUs,EBS only,50 Gigabit,,,,,
M8GN Eight Extra Large,m8gn.8xlarge,"998,050.682",General purpose,186.0 fps,128 GiB,32 vCPUs,EBS only,100 Gigabit,,,,,
M8GN Large,m8gn.large,"59,435.364",General purpose,22.0 fps,8 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,,,,,
M8GN Medium,m8gn.medium,"30,369.752",General purpose,,4 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,,,,,
M8GN Metal-24xl,m8gn.metal-24xl,,General purpose,,384 GiB,96 vCPUs,EBS only,300 Gigabit,,,,,
M8GN Metal-48xl,m8gn.metal-48xl,,General purpose,,768 GiB,192 vCPUs,EBS only,600 Gigabit,,,,,
M8GN Extra Large,m8gn.xlarge,"125,657.74",General purpose,45.0 fps,16 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,,,,,
M8I-FLEX 12xlarge Extra Large,m8i-flex.12xlarge,"1,114,464.825",General purpose,262.0 fps,192 GiB,48 vCPUs,EBS only,Up to 22.5 Gigabit,$2.8154 hourly,,$0.3275 hourly,$4.913 hourly,
M8I-FLEX 16xlarge Extra Large,m8i-flex.16xlarge,"1,480,967.257",General purpose,263.0 fps,256 GiB,64 vCPUs,EBS only,Up to 30 Gigabit,$3.7539 hourly,,$1.2286 hourly,$6.5507 hourly,
M8I-FLEX Double Extra Large,m8i-flex.2xlarge,"191,563.236",General purpose,75.0 fps,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.4692 hourly,,$0.1796 hourly,$0.8188 hourly,
M8I-FLEX Quadruple Extra Large,m8i-flex.4xlarge,"367,830.185",General purpose,144.0 fps,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.9385 hourly,,$0.3759 hourly,$1.6377 hourly,
M8I-FLEX Eight Extra Large,m8i-flex.8xlarge,"752,085.863",General purpose,229.0 fps,128 GiB,32 vCPUs,EBS only,Up to 15 Gigabit,$1.877 hourly,,$0.501 hourly,$3.2754 hourly,
M8I-FLEX Large,m8i-flex.large,"44,411.547",General purpose,19.0 fps,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1173 hourly,,$0.0351 hourly,$0.2047 hourly,
M8I-FLEX Extra Large,m8i-flex.xlarge,"99,345.972",General purpose,40.0 fps,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2346 hourly,,$0.082 hourly,$0.4094 hourly,
M8I 12xlarge Extra Large,m8i.12xlarge,"1,109,527.295",General purpose,281.0 fps,192 GiB,48 vCPUs,EBS only,22.5 Gigabit,$2.9635 hourly,,$1.3577 hourly,$5.1715 hourly,
M8I 16xlarge Extra Large,m8i.16xlarge,"1,612,496.851",General purpose,284.0 fps,256 GiB,64 vCPUs,EBS only,30 Gigabit,$3.9514 hourly,,$1.7073 hourly,$6.8954 hourly,
M8I 24xlarge,m8i.24xlarge,"2,193,157.805",General purpose,303.0 fps,384 GiB,96 vCPUs,EBS only,40 Gigabit,$5.927 hourly,,$1.3582 hourly,$10.343 hourly,
M8I Double Extra Large,m8i.2xlarge,"196,858.467",General purpose,76.0 fps,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.4939 hourly,,$0.1753 hourly,$0.8619 hourly,
M8I 32xlarge,m8i.32xlarge,"2,992,751.929",General purpose,314.0 fps,512 GiB,128 vCPUs,EBS only,50 Gigabit,$7.9027 hourly,,$1.5049 hourly,$13.7907 hourly,
M8I 48xlarge,m8i.48xlarge,"4,350,042.481",General purpose,309.0 fps,768 GiB,192 vCPUs,EBS only,75 Gigabit,$11.8541 hourly,,$2.2175 hourly,$20.6861 hourly,
M8I Quadruple Extra Large,m8i.4xlarge,"393,587.799",General purpose,141.0 fps,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.9878 hourly,,$0.3932 hourly,$1.7238 hourly,
M8I Eight Extra Large,m8i.8xlarge,"765,153.629",General purpose,239.0 fps,128 GiB,32 vCPUs,EBS only,15 Gigabit,$1.9757 hourly,,$1.1281 hourly,$3.4477 hourly,
M8I 96xlarge,m8i.96xlarge,"8,717,366.629",General purpose,309.0 fps,1536 GiB,384 vCPUs,EBS only,100 Gigabit,$23.7082 hourly,,$4.4067 hourly,$41.3722 hourly,
M8I Large,m8i.large,"44,021.35",General purpose,20.0 fps,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1235 hourly,,$0.0432 hourly,$0.2155 hourly,
M8I Metal-48xl,m8i.metal-48xl,"4,685,212.299",General purpose,298.0 fps,768 GiB,192 vCPUs,EBS only,75 Gigabit,$11.8541 hourly,,$1.1854 hourly,$20.6861 hourly,
M8I Metal-96xl,m8i.metal-96xl,"9,221,902.017",General purpose,253.0 fps,1536 GiB,384 vCPUs,EBS only,100 Gigabit,$23.7082 hourly,,$2.3708 hourly,$41.3722 hourly,
M8I Extra Large,m8i.xlarge,"88,967.972",General purpose,40.0 fps,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.247 hourly,,$0.087 hourly,$0.431 hourly,
M8IB 12xlarge Extra Large,m8ib.12xlarge,"1,159,607.022",General purpose,270.0 fps,192 GiB,48 vCPUs,EBS only,50 Gigabit,,,,,
M8IB 16xlarge Extra Large,m8ib.16xlarge,"1,576,095.879",General purpose,204.0 fps,256 GiB,64 vCPUs,EBS only,66.66 Gigabit,,,,,
M8IB 24xlarge,m8ib.24xlarge,"2,293,084.916",General purpose,251.0 fps,384 GiB,96 vCPUs,EBS only,100 Gigabit,,,,,
M8IB Double Extra Large,m8ib.2xlarge,"192,407.905",General purpose,77.0 fps,32 GiB,8 vCPUs,EBS only,Up to 26.66 Gigabit,,,,,
M8IB 32xlarge,m8ib.32xlarge,"2,967,599.838",General purpose,291.0 fps,512 GiB,128 vCPUs,EBS only,133.33 Gigabit,,,,,
